City,Lat,Lon,Temp,HUM,Cloud,Wind
Vila Velha,-20.3297,-40.2925,77.97,87,75,3.0
Radhan,27.1833,67.95,95.77,47,0,17.78
Alugan,12.2188,125.4808,78.37,85,100,5.01
Avera,33.194,-82.5271,92.08,48,100,10.74
Aljustrel,37.8776,-8.1652,85.87,35,0,12.28
Hami,42.8,93.45,79.86,18,95,9.91
Viseu,40.661,-7.9097,68.74,66,42,3.51
Misratah,32.3754,15.0925,70.75,79,1,13.69
Dalvik,65.9702,-18.5286,55.33,88,100,2.89
Quimper,48.0,-4.1,66.27,82,0,10.36
San Cristobal,7.7669,-72.225,77.18,58,61,6.46
Awjilah,29.1081,21.2869,78.19,40,81,20.54
Tahta,26.7693,31.5021,95.32,16,0,12.68
Ciudad Bolivar,8.1222,-63.5497,85.05,65,72,9.35
Altamont,42.2068,-121.7372,61.79,42,90,4.0
Hokitika,-42.7167,170.9667,53.1,69,100,4.18
Mayo,38.8876,-76.5119,84.22,82,1,3.0
Amapa,1.0,-52.0,74.26,99,100,1.95
Shaunavon,49.6501,-108.4181,60.58,88,100,6.62
Buin,-33.7333,-70.75,69.06,28,22,2.48
Thoen,17.6129,99.2161,74.8,95,100,2.44
Mana,5.6592,-53.7767,81.84,74,89,9.01
Ixtapa,20.7,-105.2,88.23,66,1,12.66
Aubagne,43.2928,5.5707,79.92,57,12,4.16
Cururupu,-1.8283,-44.8683,74.93,98,100,2.17
Hambantota,6.1241,81.1185,79.34,85,58,17.9
Amahai,-3.3333,128.9167,76.98,88,100,1.28
Esil,51.9556,66.4042,61.2,50,95,18.5
Paka,4.6374,103.4368,73.33,100,100,2.3
Cruzeiro Do Sul,-29.5128,-51.9853,67.08,96,59,2.24
Dire,12.2833,-10.9667,88.45,43,96,2.06
Warrington,53.3925,-2.5802,71.87,74,20,3.0
Svetlaya,46.5389,138.3297,56.8,83,100,9.08
Hoi An,15.8794,108.335,76.96,88,92,7.16
Russell,32.3502,-85.1999,80.31,87,75,12.66
Saint-Augustin,51.226,-58.6502,52.2,44,98,13.62
Nukus,42.4531,59.6103,78.78,44,0,4.61
George Town,5.4112,100.3354,76.93,91,20,0.0
Ambulu,-8.345,113.6058,73.4,89,76,3.51
Erdenet,49.0333,104.0833,49.69,87,99,6.76
Lithakia,37.7167,20.8333,69.17,77,40,2.42
Omboue,-1.5746,9.2618,75.52,92,72,6.31
Soyo,-6.1349,12.3689,76.06,90,26,8.66
Almirante,9.3,-82.4,87.89,72,51,4.5
Merke,42.8728,73.1786,65.3,49,6,6.6
Bonoua,5.2741,-3.595,76.23,90,100,4.36
Fort Nelson,58.8053,-122.7002,58.59,58,75,0.0
Galesong,-5.3166,119.3661,73.42,79,67,5.91
Tingi,-11.3,35.0333,55.56,77,2,2.37
Aykhal,66.0,111.5,40.1,85,54,15.41
Shirpur,21.35,74.8833,82.67,70,11,17.09
Hamilton,39.1834,-84.5333,85.6,80,90,3.0
Manokwari,-0.8667,134.0833,78.48,80,83,7.83
Nata,8.3333,-80.5167,88.47,69,100,6.71
Harper,4.375,-7.7169,77.58,86,100,7.14
Tucumcari,35.1717,-103.725,102.04,6,1,17.27
Djibo,14.1022,-1.6306,82.69,50,72,14.5
Roebourne,-20.7833,117.1333,74.75,56,99,4.21
Alekseyevsk,57.8406,108.3492,51.03,71,100,10.51
Bowen,-20.0167,148.2333,44.82,43,92,5.99
Vasai,19.47,72.8,78.89,80,94,12.86
Kenai,60.5544,-151.2583,58.03,70,90,5.75
Chany,55.3121,76.7647,49.35,66,100,5.19
Camanducaia,-22.7553,-46.1447,68.85,92,97,0.58
Puerto Madryn,-42.7692,-65.0385,51.66,41,89,10.07
Kaniama,-7.5667,24.1833,72.18,50,20,5.06
Caraquet,47.7941,-64.9386,57.78,46,30,5.48
Kozluk,38.1938,41.4885,70.05,30,2,3.47
Dunedin,-45.8742,170.5036,41.81,92,1,3.0
Solenzo,12.1833,-4.0833,80.92,66,100,6.35
Coahuayana,18.7333,-103.6833,92.68,42,3,9.53
Kraksaan,-7.7585,113.3962,77.27,83,85,4.7
Cockburn Town,21.4612,-71.1419,84.16,65,40,17.27
Kharan,28.5833,65.4167,96.64,6,0,1.16
Changji,44.0167,87.3167,75.99,33,0,6.71
Mantua,45.1667,10.7833,76.24,73,34,5.32
Noumea,-22.2763,166.4572,68.0,99,100,6.13
Segou,13.4317,-6.2157,98.53,26,100,5.99
Ballitoville,-29.539,31.2144,64.24,82,0,2.3
Yar-Sale,66.8333,70.8333,48.31,60,100,15.73
Phuthaditjhaba,-28.5242,28.8158,45.5,65,33,3.36
Raudeberg,61.9875,5.1352,65.98,86,32,20.87
Luderitz,-26.6481,15.1594,57.67,67,3,1.59
Baijiantan,45.6333,85.1833,78.75,36,100,1.23
Luwuk,-0.9516,122.7875,76.78,88,47,4.32
Stabat,3.761,98.4513,79.0,93,100,2.95
Durant,33.994,-96.3708,91.56,52,75,10.36
Jishou,28.3167,109.7167,71.13,99,100,2.04
Port-Gentil,-0.7193,8.7815,78.76,89,40,11.5
